Banco de México,,
,,
Tipos de cambio y resultados históricos de las subastas,,
,,
,,
Fecha de consulta: 21/11/2022 07:59:55,,
,,
,,
,,
Título,"Tipo de cambio pesos por dólar E.U.A., Tipo de cambio para solventar obligaciones denominadas en moneda extranjera, Fecha de liquidación",
Periodo disponible,14/11/1991 - 23/11/2022,
Periodicidad,Diaria,
Cifra,Tipo de Cambio,
Unidad,Pesos por Dólar,
Base,,
Aviso,,
Tipo de información,Niveles,
Fecha,SF60653,
26/09/2021,20.0280,
27/09/2021,20.0280,
28/09/2021,20.1118,
29/09/2021,20.1052,
30/09/2021,20.3060,
01/10/2021,20.4977,
02/10/2021,20.5623,
03/10/2021,20.5623,
04/10/2021,20.5623,
05/10/2021,20.5103,
06/10/2021,20.5747,
07/10/2021,20.5818,
08/10/2021,20.6947,
09/10/2021,20.6040,
10/10/2021,20.6040,
11/10/2021,20.6040,
12/10/2021,20.7293,
13/10/2021,20.8017,
14/10/2021,20.7767,
15/10/2021,20.6827,
16/10/2021,20.6075,
17/10/2021,20.6075,
18/10/2021,20.6075,
19/10/2021,20.4672,
20/10/2021,20.3587,
21/10/2021,20.2647,
22/10/2021,20.1850,
23/10/2021,20.2643,
24/10/2021,20.2643,
25/10/2021,20.2643,
26/10/2021,20.1837,
27/10/2021,20.1897,
28/10/2021,20.1888,
29/10/2021,20.1930,
30/10/2021,20.3255,
31/10/2021,20.3255,
01/11/2021,20.3255,
02/11/2021,20.5297,
03/11/2021,20.5297,
04/11/2021,20.8598,
05/11/2021,20.8352,
06/11/2021,20.6242,
07/11/2021,20.6242,
08/11/2021,20.6242,
09/11/2021,20.3925,
10/11/2021,20.3265,
11/11/2021,20.2833,
12/11/2021,20.4702,
13/11/2021,20.4652,
14/11/2021,20.4652,
15/11/2021,20.4652,
16/11/2021,20.4652,
17/11/2021,20.5072,
18/11/2021,20.8092,
19/11/2021,20.6912,
20/11/2021,20.7628,
21/11/2021,20.7628,
22/11/2021,20.7628,
23/11/2021,20.8283,
24/11/2021,20.9632,
25/11/2021,21.2107,
26/11/2021,21.4357,
27/11/2021,21.5462,
28/11/2021,21.5462,
29/11/2021,21.5462,
30/11/2021,21.8185,
01/12/2021,21.7333,
02/12/2021,21.4453,
03/12/2021,21.2710,
04/12/2021,21.3033,
05/12/2021,21.3033,
06/12/2021,21.3033,
07/12/2021,21.4177,
08/12/2021,21.2047,
09/12/2021,21.0907,
10/12/2021,20.9330,
11/12/2021,21.0328,
12/12/2021,21.0328,
13/12/2021,21.0328,
14/12/2021,20.8922,
15/12/2021,20.9383,
16/12/2021,21.1650,
17/12/2021,21.2393,
18/12/2021,20.9238,
19/12/2021,20.9238,
20/12/2021,20.9238,
21/12/2021,20.7337,
22/12/2021,20.7363,
23/12/2021,20.7823,
24/12/2021,20.7527,
25/12/2021,20.6582,
26/12/2021,20.6582,
27/12/2021,20.6582,
28/12/2021,20.6112,
29/12/2021,20.6828,
30/12/2021,20.5770,
31/12/2021,20.5835,
01/01/2022,20.5157,
02/01/2022,20.5157,
03/01/2022,20.5157,
04/01/2022,20.4672,
05/01/2022,20.5890,
06/01/2022,20.4742,
07/01/2022,20.3977,
08/01/2022,20.4588,
09/01/2022,20.4588,
10/01/2022,20.4588,
11/01/2022,20.4237,
12/01/2022,20.4453,
13/01/2022,20.3785,
14/01/2022,20.3660,
15/01/2022,20.3607,
16/01/2022,20.3607,
17/01/2022,20.3607,
18/01/2022,20.3118,
19/01/2022,20.3002,
20/01/2022,20.4030,
21/01/2022,20.4600,
22/01/2022,20.4507,
23/01/2022,20.4507,
24/01/2022,20.4507,
25/01/2022,20.4598,
26/01/2022,20.6308,
27/01/2022,20.6683,
28/01/2022,20.6415,
29/01/2022,20.7383,
30/01/2022,20.7383,
31/01/2022,20.7383,
01/02/2022,20.8597,
02/02/2022,20.6352,
03/02/2022,20.5800,
04/02/2022,20.6003,
05/02/2022,20.5562,
06/02/2022,20.5562,
07/02/2022,20.5562,
08/02/2022,20.5562,
09/02/2022,20.7325,
10/02/2022,20.6413,
11/02/2022,20.5008,
12/02/2022,20.4148,
13/02/2022,20.4148,
14/02/2022,20.4148,
15/02/2022,20.4188,
16/02/2022,20.4110,
17/02/2022,20.3992,
18/02/2022,20.3335,
19/02/2022,20.2978,
20/02/2022,20.2978,
21/02/2022,20.2978,
22/02/2022,20.3063,
23/02/2022,20.2825,
24/02/2022,20.2977,
25/02/2022,20.2435,
26/02/2022,20.6525,
27/02/2022,20.6525,
28/02/2022,20.6525,
01/03/2022,20.4465,
02/03/2022,20.4257,
03/03/2022,20.5272,
04/03/2022,20.7193,
05/03/2022,20.7033,
06/03/2022,20.7033,
07/03/2022,20.7033,
08/03/2022,20.9262,
09/03/2022,21.1947,
10/03/2022,21.3775,
11/03/2022,20.9677,
12/03/2022,20.9743,
13/03/2022,20.9743,
14/03/2022,20.9743,
15/03/2022,20.9695,
16/03/2022,20.8908,
17/03/2022,20.8743,
18/03/2022,20.7035,
19/03/2022,20.5585,
20/03/2022,20.5585,
21/03/2022,20.5585,
22/03/2022,20.5585,
23/03/2022,20.4145,
24/03/2022,20.2782,
25/03/2022,20.1800,
26/03/2022,20.1313,
27/03/2022,20.1313,
28/03/2022,20.1313,
29/03/2022,19.9577,
30/03/2022,20.1195,
31/03/2022,19.9942,
01/04/2022,19.8632,
02/04/2022,19.9112,
03/04/2022,19.9112,
04/04/2022,19.9112,
05/04/2022,19.8432,
06/04/2022,19.7443,
07/04/2022,19.9012,
08/04/2022,20.0665,
09/04/2022,20.1605,
10/04/2022,20.1605,
11/04/2022,20.1605,
12/04/2022,20.1200,
13/04/2022,20.0093,
14/04/2022,19.8407,
15/04/2022,19.8407,
16/04/2022,19.8407,
17/04/2022,19.8407,
18/04/2022,19.8407,
19/04/2022,19.7967,
20/04/2022,19.9377,
21/04/2022,20.0447,
22/04/2022,20.0383,
23/04/2022,20.1802,
24/04/2022,20.1802,
25/04/2022,20.1802,
26/04/2022,20.3183,
27/04/2022,20.2992,
28/04/2022,20.3560,
29/04/2022,20.4707,
30/04/2022,20.5670,
01/05/2022,20.5670,
02/05/2022,20.5670,
03/05/2022,20.3728,
04/05/2022,20.4075,
05/05/2022,20.3350,
06/05/2022,20.2535,
07/05/2022,20.2218,
08/05/2022,20.2218,
09/05/2022,20.2218,
10/05/2022,20.1085,
11/05/2022,20.3172,
12/05/2022,20.3720,
13/05/2022,20.2592,
14/05/2022,20.3200,
15/05/2022,20.3200,
16/05/2022,20.3200,
17/05/2022,20.1443,
18/05/2022,20.0782,
19/05/2022,19.9637,
20/05/2022,19.9663,
21/05/2022,19.9267,
22/05/2022,19.9267,
23/05/2022,19.9267,
24/05/2022,19.8657,
25/05/2022,19.8282,
26/05/2022,19.8870,
27/05/2022,19.8377,
28/05/2022,19.7933,
29/05/2022,19.7933,
30/05/2022,19.7933,
31/05/2022,19.5965,
01/06/2022,19.4953,
02/06/2022,19.6940,
03/06/2022,19.7388,
04/06/2022,19.5585,
05/06/2022,19.5585,
06/06/2022,19.5585,
07/06/2022,19.5742,
08/06/2022,19.5547,
09/06/2022,19.5998,
10/06/2022,19.5900,
11/06/2022,19.6128,
12/06/2022,19.6128,
13/06/2022,19.6128,
14/06/2022,19.9297,
15/06/2022,20.4527,
16/06/2022,20.6583,
17/06/2022,20.6675,
18/06/2022,20.5728,
19/06/2022,20.5728,
20/06/2022,20.5728,
21/06/2022,20.4760,
22/06/2022,20.2442,
23/06/2022,20.1963,
24/06/2022,20.0465,
25/06/2022,20.0365,
26/06/2022,20.0365,
27/06/2022,20.0365,
28/06/2022,19.8707,
29/06/2022,19.8797,
30/06/2022,19.9847,
01/07/2022,20.1443,
02/07/2022,20.1335,
03/07/2022,20.1335,
04/07/2022,20.1335,
05/07/2022,20.3817,
06/07/2022,20.2877,
07/07/2022,20.5598,
08/07/2022,20.7228,
09/07/2022,20.6022,
10/07/2022,20.6022,
11/07/2022,20.6022,
12/07/2022,20.4423,
13/07/2022,20.7473,
14/07/2022,20.7882,
15/07/2022,20.7613,
16/07/2022,20.9415,
17/07/2022,20.9415,
18/07/2022,20.9415,
19/07/2022,20.6110,
20/07/2022,20.3957,
21/07/2022,20.4407,
22/07/2022,20.4913,
23/07/2022,20.6562,
24/07/2022,20.6562,
25/07/2022,20.6562,
26/07/2022,20.5150,
27/07/2022,20.4652,
28/07/2022,20.4330,
29/07/2022,20.5120,
30/07/2022,20.3778,
31/07/2022,20.3778,
01/08/2022,20.3778,
02/08/2022,20.3485,
03/08/2022,20.2633,
04/08/2022,20.5152,
05/08/2022,20.6305,
06/08/2022,20.3358,
07/08/2022,20.3358,
08/08/2022,20.3358,
09/08/2022,20.4010,
10/08/2022,20.2789,
11/08/2022,20.2715,
12/08/2022,19.9562,
13/08/2022,19.9595,
14/08/2022,19.9595,
15/08/2022,19.9595,
16/08/2022,19.8740,
17/08/2022,19.8618,
18/08/2022,19.9303,
19/08/2022,20.0387,
20/08/2022,20.0835,
21/08/2022,20.0835,
22/08/2022,20.0835,
23/08/2022,20.1957,
24/08/2022,20.1598,
25/08/2022,19.9982,
26/08/2022,19.9198,
27/08/2022,19.9437,
28/08/2022,19.9437,
29/08/2022,19.9437,
30/08/2022,19.9268,
31/08/2022,19.9945,
01/09/2022,20.1465,
02/09/2022,20.0962,
03/09/2022,20.2473,
04/09/2022,20.2473,
05/09/2022,20.2473,
06/09/2022,19.9753,
07/09/2022,19.9620,
08/09/2022,20.1380,
09/09/2022,20.0297,
10/09/2022,20.0203,
11/09/2022,20.0203,
12/09/2022,20.0203,
13/09/2022,19.9027,
14/09/2022,19.7957,
15/09/2022,20.0550,
16/09/2022,19.9768,
17/09/2022,19.9768,
18/09/2022,19.9768,
19/09/2022,19.9768,
20/09/2022,20.0525,
21/09/2022,19.9943,
22/09/2022,20.0000,
23/09/2022,20.0027,
24/09/2022,19.9608,
25/09/2022,19.9608,
26/09/2022,19.9608,
27/09/2022,20.1627,
28/09/2022,20.3517,
29/09/2022,20.3570,
30/09/2022,20.3058,
01/10/2022,20.1927,
02/10/2022,20.1927,
03/10/2022,20.1927,
04/10/2022,20.0925,
05/10/2022,20.0008,
06/10/2022,19.9698,
07/10/2022,20.1267,
08/10/2022,20.1087,
09/10/2022,20.1087,
10/10/2022,20.1087,
11/10/2022,20.0502,
12/10/2022,19.9752,
13/10/2022,19.9652,
14/10/2022,20.0352,
15/10/2022,20.0398,
16/10/2022,20.0398,
17/10/2022,20.0398,
18/10/2022,20.0838,
19/10/2022,19.9913,
20/10/2022,20.0207,
21/10/2022,20.1272,
22/10/2022,20.0448,
23/10/2022,20.0448,
24/10/2022,20.0448,
25/10/2022,19.9647,
26/10/2022,19.9535,
27/10/2022,19.8712,
28/10/2022,19.8553,
29/10/2022,19.8365,
30/10/2022,19.8365,
31/10/2022,19.8365,
01/11/2022,19.8303,
02/11/2022,19.8245,
03/11/2022,19.8245,
04/11/2022,19.7463,
05/11/2022,19.6673,
06/11/2022,19.6673,
07/11/2022,19.6673,
08/11/2022,19.5202,
09/11/2022,19.4647,
10/11/2022,19.4775,
11/11/2022,19.5887,
12/11/2022,19.3940,
13/11/2022,19.3940,
14/11/2022,19.3940,
15/11/2022,19.5353,
16/11/2022,19.4015,
17/11/2022,19.3818,
18/11/2022,19.3137,
19/11/2022,19.4333,
20/11/2022,19.4333,
21/11/2022,19.4333,
22/11/2022,19.4333,
23/11/2022,19.4930,
