,"1.3.1","   Con arma de fuego",21,14,12,14,15,14,15,21,19,12,15,23,195
,"1.3.2","   Con arma blanca",12,20,15,17,14,25,18,20,16,18,15,15,205
,"1.3.3","   Con otro elemento",37,31,54,35,50,37,48,49,46,37,48,54,526
,"1.3.4","   No especificado",2,5,2,2,1,3,7,4,8,5,3,4,46
,1.4,"Aborto",56,52,65,69,66,49,57,55,58,76,63,59,725
,1.5,"Víctimas por otros delitos que atentan contra la vida y la integridad corporal",606,615,773,777,846,798,1093,1120,1021,952,907,761,10269
,2,"Víctimas de delitos contra la libertad personal",2054,2209,2032,2033,2218,2139,2134,2409,2079,2126,2005,1738,25176
,2.1,"Secuestro",185,159,143,106,162,104,176,120,122,142,114,96,1629
,"2.1.1","   Secuestro extorsivo",151,134,115,79,142,97,89,103,91,121,96,84,1302
,"2.1.2","   Secuestro con calidad de rehén",5,2,7,2,5,0,3,2,1,3,4,3,37
,"2.1.3","   Secuestro para causar daño",5,12,3,5,3,0,56,6,10,4,3,2,109
,"2.1.4","   Secuestro exprés",24,11,18,20,12,7,28,9,20,14,11,7,181
,"2.1.5","   Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0,0
,2.2,"Tráfico de menores",1,0,1,3,4,3,4,2,1,4,6,1,30
,2.3,"Rapto",7,7,12,15,12,13,8,12,15,11,10,12,134
,2.4,"Víctimas por otros delitos que atentan contra la libertad personal",1861,2043,1876,1909,2040,2019,1946,2275,1941,1969,1875,1629,23383
,4,"Víctimas de delitos contra el patrimonio",719,773,755,716,772,725,855,852,723,856,642,615,9003
,4.4,"Extorsión",719,773,755,716,772,725,855,852,723,856,642,615,9003
,6,"Víctimas de delitos contra la sociedad",856,1061,1061,1139,1002,1363,796,975,775,1062,1050,1018,12158
,6.1,"Corrupción de menores",164,199,240,217,192,222,188,205,205,237,227,167,2463
,6.2,"Trata de personas",47,74,35,48,41,52,68,80,65,80,46,47,683
,6.3,"Víctimas por otros delitos contra la sociedad",645,788,786,874,769,1089,540,690,505,745,777,804,9012
,,,,,,,,,,,,,,,
,"1/ Se refiere al número de presuntas víctimas registradas en carpetas de investigación iniciadas.",,,,,,,,,,,,,,
,"Fuente: Elaborado con la información remitida por las Procuradurías y/o Fiscalías Generales de las 32 entidades federativas.",,,,,,,,,,,,,,
,"Datos preliminares al 20 de julio de 2022, con corte al 31 de diciembre de 2019.",,,,,,,,,,,,,,
